FamilyName	Subfamily	Tribe	Genus	Species	HostFamily	HostGenus	HostSpecies	HostCommonName
Aphididae	Lachninae	Lachnini	Longistigma	caryae	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Telamonini	Archasia	auriculata	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Telamonini	Heliria	cristata	Fagaceae	Quercus	palustris	pin oak
Membracidae	Smiliinae	Telamonini	Telamona	reclivata	Fagaceae	Quercus	sp	white oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gratiosus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	inermis	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	sp	oak
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	nitidus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	nitidus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	nitidus	Fagaceae	Quercus	ilicifolia	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	maculifrontis	Fagaceae	Quercus	prinoides	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	ilicifolia	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	parvulus	Fagaceae	Quercus	prinoides	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	parvulus	Fagaceae	Quercus	nana	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	acuminatus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	nimbatulus	Fagaceae	Quercus	nana	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	nimbatulus	Fagaceae	Quercus	ilicifolia	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	nimbatulus	Fagaceae	Quercus	prinoides	NULL
Membracidae	Smiliinae	Telamonini	Archasia	auriculata				post oak
Membracidae	Smiliinae	Ceresini	Stictocephala	lutea	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	inermis	Fagaceae	Quercus		NULL
Cicadidae	Cicadettinae	Taphurini	Magicicada	sp	Fagaceae	Quercus	ilicifolia	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	rubra	oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Myzocallis)	sp	Fagaceae	Quercus	alba	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	quercifoliae	Fagaceae	Quercus	borealis	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	multisetis	Fagaceae	Quercus	sp	oak
Aphididae	Eriosomatinae	Pemphigini	Prociphilus	sp	Fagaceae	Quercus	alba	white oak
Miridae	Orthotylinae	Orthotylini	Reuteria	sp	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Myzocallis)	sp	Fagaceae	Quercus	palustris	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	prinus	NULL
Aphididae	Drepanosiphinae	Drepanosiphinae_none	Drepanaphis	acerifoliae	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Calaphidini	Euceraphis	betulae	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	granovskyi	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	longiunguis	Fagaceae	Quercus	rubra	red oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	melanocera	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Smiliini	Atymna	castaneae				oak
Membracidae	Smiliinae	Smiliini	Atymna	helena				oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gramatanus	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus	sp	oak
Membracidae	Smiliinae	Smiliini	Glossonotus	univittatus	Fagaceae	Quercus	sp	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	rubricornis				oak
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	turbinella	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	cerachates	Fagaceae	Quercus	virginiana	NULL
Miridae	Phylinae	Phylini	Pinomiris	knighti	Fagaceae	Quercus	sp	scrub oak
Miridae	Orthotylinae	Orthotylini	Lopidea	falcata				oak
Membracidae	Smiliinae	Smiliini	Glossonotus	nimbatulus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	nimbatulus	Fagaceae	Quercus	berberidifolia	NULL
Cicadidae	Cicadinae	Cryptotympanini	Tibicen	canicularis	Fagaceae	Quercus	sp	scrub oak
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	modestus	Fagaceae	Quercus	macrocarpa	bur oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	walshii	Fagaceae	Quercus	borealis	NULL
Membracidae	Smiliinae	Telamonini	Telamona	maculata	Fagaceae	Quercus	bicolor	oak
Membracidae	Smiliinae	Telamonini	Telamona	maculata	Fagaceae	Quercus	sp	oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	punctata	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Telamonini	Archasia	belfragei	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	auroreus	Fagaceae	Quercus	alatus	NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	bicolor	swamp white oak
Membracidae	Smiliinae	Telamonini	Telamona	reclivata	Fagaceae	Quercus	sp	swamp white oak
Membracidae	Smiliinae	Telamonini	Telamona	reclivata	Fagaceae	Quercus	bicolor	swamp white oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	velutina	black oak
Miridae	Orthotylinae	Orthotylini	Lopidea	robiniae	Fagaceae	Quercus	palustris	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	incisus	Fagaceae	Quercus	palustris	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	modestus	Fagaceae	Quercus	palustris	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	sericus	Fagaceae	Quercus	palustris	NULL
Miridae	Orthotylinae	Orthotylini	Blepharidopterus	provancheri	Fagaceae	Quercus	rubra	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	sp	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	rufulus	Fagaceae	Quercus	coccinea	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	walshii	Fagaceae	Quercus	palustris	black oak
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	davisi	Fagaceae	Quercus	veluntia	black oak
Cicadidae	Cicadettinae	Taphurini	Magicicada	cassinii	Fagaceae	Quercus	nana	NULL
Cicadidae	Cicadettinae	Taphurini	Magicicada	cassinii	Fagaceae	Quercus	alba	white oak
Membracidae	Smiliinae	Smiliini	Archasia	belfragei	Fagaceae	Quercus	sp	oak
Membracidae	Smiliinae	Telamonini	Telamona	concava	Fagaceae	Quercus	sp	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	modestus				oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	melanocera	Fagaceae	Quercus	borealis	NULL
Miridae	Phylinae	Phylini	Plagiognathus	delicatus	Fagaceae	Quercus	palustris	NULL
Miridae	Orthotylinae	Orthotylini	Lopidea	robiniae	Fagaceae	Quercus	palustris	pin oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	melanocera	Fagaceae	Quercus	coccinea	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	bellus	Fagaceae	Quercus	rubra	oak
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	sp	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	sp	oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis	sp	Fagaceae	Quercus	coccinea	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	ephemerata	Fagaceae	Quercus	rubra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	exultans	Fagaceae	Quercus	palustris	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	multisetis	Fagaceae	Quercus	velutina	NULL
Cicadidae	Cicadettinae	Taphurini	Magicicada	sp	Fagaceae	Quercus	sp	oak hybrid
Miridae	Deraeocorinae	Hyaliodini	Hyaliodes	sp				oak
Aphididae	Calaphidinae	Panaphidini	Hoplochaitophorus	spiniferus	Fagaceae	Quercus	bicolor	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	punctata	Fagaceae	Quercus	stellata	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	sp	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	sp	Fagaceae	Quercus	coccinea	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	sp	Fagaceae	Quercus	alba	NULL
Cicadidae	Cicadettinae	Taphurini	Magicicada	septendecim	Fagaceae	Quercus	sp	oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	funkhouseri	Fagaceae	Quercus	alba	white oak
Cicadidae	Cicadinae	Cryptotympanini	Tibicen	auletes	Fagaceae	Quercus	sp	oak
Cicadidae	Cicadettinae	Taphurini	Magicicada	sp	Fagaceae	Quercus	alba	white oak
Miridae	Phylinae	Pronotocrepini	Teleorhinus	tephrosicola				scrub oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	inermis	Fagaceae	Quercus	ilicifolia	scrub oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	parvulus	Fagaceae	Quercus	sp	scrub oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	vau	Fagaceae	Quercus	berberidifolia	NULL
Membracidae	Smiliinae	Smiliini	Glossonotus	univittatus	Fagaceae	Quercus	berberidifolia	NULL
Aphididae	Aphidinae	Aphidini	Aphis	sp	Fagaceae	Quercus	stellata	NULL
Aphididae	Calaphidinae	Panaphidini	Eucallipterus	tiliae	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	melanocera	Fagaceae	Quercus	sp	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	walshii	Fagaceae	Quercus	ilicifolia	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	quercicola	Fagaceae	Quercus	coccinea	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	punctata	Fagaceae	Quercus	velutina	NULL
Miridae	Orthotylinae	Orthotylini	Pseudoxenetus	regalis	Fagaceae	Quercus	rubra	red oak
Miridae	Phylinae	Phylini	Psallus	variabilis	Fagaceae	Quercus	rubra	red oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor	Fagaceae	Quercus	marilandica	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	discolor				white oak
Aphididae	Aphidinae	Aphidini	Aphis (Aphis)	coreopsidis	Fagaceae	Quercus	velutina	NULL
Miridae	Phylinae	Phylini	Psallus	variabilis	Fagaceae	Quercus	ilicifolia	NULL
Miridae	Phylinae	Phylini	Psallus	variabilis	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Amastrini	Vanduzea	arquata	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	vau	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Smiliini	Xantholobus	intermedius	Fagaceae	Quercus	rubra	red oak
Aphididae	Calaphidinae	Panaphidini	Hoplochaitophorus	heterotrichus	Fagaceae	Quercus	montana	NULL
Aphididae	Calaphidinae	Panaphidini	Monellia	caryella	Fagaceae	Quercus	sp	oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	bellus	Fagaceae	Quercus	rubra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	bellus	Fagaceae	Quercus	borealis	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	granovskyi	Fagaceae	Quercus	rubra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	multisetis	Fagaceae	Quercus	rubra	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Lineomyzocallis)	walshii	Fagaceae	Quercus	imbricaria	NULL
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	tuberculatus	Fagaceae	Quercus	alba	white oak
Aphididae	Calaphidinae	Panaphidini	Myzocallis (Neomyzocallis)	tuberculatus	Fagaceae	Quercus	alba	NULL
Aphididae	Tamaliinae	Tamaliinae_none	Tamalia	sp	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	ovatus	Fagaceae	Quercus	rubra	red oak
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens	Fagaceae	Quercus	rubra	red oak
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	davisi	Fagaceae	Quercus	rubra	NULL
Aphididae	Phyllaphidinae	Phyllaphidinae_none	Stegophylla	davisi	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Telamonini	Archasia	belfragei	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Telamonini	Archasia	belfragei	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Telamonini	Archasia	belfragei				oak
Membracidae	Smiliinae	Telamonini	Archasia	belfragei	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Atymna	querci	Fagaceae	Quercus	coccinea	scarlet oak
Membracidae	Smiliinae	Smiliini	Atymna	querci	Fagaceae	Quercus	alba	scarlet oak
Membracidae	Smiliinae	Telamonini	Telamona	concava	Fagaceae	Quercus	velutina	black oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	velutina	black oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gramatanus	Fagaceae	Quercus	bicolor	swamp white oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gramatanus	Fagaceae	Quercus	alba	white oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gramatanus	Fagaceae	Quercus	sp	oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gramatanus	Fagaceae	Quercus	rubra	northern red oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gramatanus	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gramatanus	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gramatanus	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	gratiosus	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	veluntia	black oak
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	bicolor	swamp white oak
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	veluntia	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	intermedius	Fagaceae	Quercus	veluntia	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	maculifrontis	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	pallidifrontis	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	pallidifrontis	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	bicolor	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	sp	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	sp	Fagaceae	Quercus	rubra	NULL
Membracidae	Smiliinae	Ceresini	Hadrophallus	bubalus	Fagaceae	Quercus	phellus	NULL
Membracidae	Smiliinae	Ceresini	Hadrophallus	bubalus	Fagaceae	Quercus	bicolor	NULL
Miridae	Mirinae	Mirini	Neolygus	omnivagus	Fagaceae	Quercus	bicolor	NULL
Cicadidae	Cicadinae	Cryptotympanini	Tibicen	pronotalis	Fagaceae	Quercus	sp	oak
Aphididae	Calaphidinae	Panaphidini	Hoplochaitophorus	heterotrichus	Fagaceae	Quercus	prinus	NULL
Aphididae	Calaphidinae	Panaphidini	Hoplochaitophorus	spiniferus	Fagaceae	Quercus	prinus	NULL
Cicadellidae	Typhlocybinae	Erythroneurini	Eratoneura	manus	Fagaceae	Quercus	marilandica	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	imbricaria	NULL
Membracidae	Smiliinae	Smiliini	Smilia	camelus	Fagaceae	Quercus	imbricaria	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Cornaceae	Cornus	sp	oak
Miridae	Phylinae	Phylini	Plagiognathus	modestus	Fagaceae	Quercus	stellata	NULL
Miridae	Phylinae	Phylini	Atractotomus	miniatus	Fagaceae	Quercus	nigra	NULL
Miridae	Phylinae	Phylini	Atractotomus	miniatus	Fagaceae	Quercus	velutina	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	fasciatus	Fagaceae	Quercus	stellata	post oak
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	rubricornis	Fagaceae	Quercus	phellos	willow oak
Membracidae	Smiliinae	Telamonini	Heliria	cristata	Fagaceae	Quercus	stellata	NULL
Miridae	Phylinae	Phylini	Americodema	nigrolineatum	Fagaceae	Quercus	stellata	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	camelus	Fagaceae	Quercus	stellata	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	fasciatus	Fagaceae	Quercus	stellata	NULL
Miridae	Orthotylinae	Orthotylini	Reuteria	wheeleri	Fagaceae	Quercus	stellata	NULL
Derbidae	Otiocerinae	Otiocerini	Apache	degeeri	Fagaceae	Quercus		NULL
Issidae	Issinae	Thioniini	Thionia	elliptica	Fagaceae	Quercus	stellata	NULL
Miridae	Orthotylinae	Ceratocapsini	Ceratocapsus	wheeleri	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Polyglyptini	Entylia	carinata	Fagaceae	Quercus	palustris	NULL
Pentatomidae	Asopinae	Asopini	Podisus	maculiventris				oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	funkhouseri	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Amastrini	Vanduzea	arquata	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Ceresini	Stictocephala	lutea	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Amastrini	Vanduzea	arquata	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	alba	white oak
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	lyrata	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	alba	post oak
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata				water oak
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata				post oak
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata	Fagaceae	Quercus	sp	post oak
Membracidae	Smiliinae	Smiliini	Archasia	auriculata	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Archasia	auriculata	Fagaceae	Quercus	velutina	NULL
Membracidae	Smiliinae	Smiliini	Archasia	auriculata				oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus				pin oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	marilandica	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	marilandica	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuliginosus	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	funkhouseri				oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	inermis	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	inermis	Fagaceae	Quercus	falcata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	clarus	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	discoidalis	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	dixianus	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	togatus	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	marilandica	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fenestratus	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	marilandica	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna				pin oak
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna				red oak
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala				pin oak
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens				pin oak
Membracidae	Smiliinae	Smiliini	Ophiderma	salamandra	Fagaceae	Quercus	stellata	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	salamandra	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Smilia	fasciata	Fagaceae	Quercus	phellus	NULL
Membracidae	Smiliinae	Smiliini	Smilia	fasciata				pin oak
Membracidae	Smiliinae	Smiliini	Smilia	fasciata				post oak
Membracidae	Smiliinae	Smiliini	Smilia	fasciata	Fagaceae	Quercus	coccinea	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	dixianus				pin oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	dixianus	Fagaceae	Quercus	falcata	NULL
Pentatomidae	Asopinae	none	Euthyrhynchus	floridanus	Fagaceae	Quercus	phellos	NULL
Coreidae	Coreinae	Acanthocephalini	Acanthocephala (Metapodiessa)	femorata	Fagaceae	Quercus		oak
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata				sawtooth oak
Membracidae	Smiliinae	Smiliini	Cyrtolobus	togatus	Fagaceae	Quercus		NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	definita	Fagaceae	Quercus		NULL
Miridae	Mirinae	Mirini	Neolygus	semivittatus	Fagaceae	Quercus	phellus	NULL
Berytidae	Metacanthinae	Metacanthini	Jalysus	spinosus	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Telamonini	Telamona	monticola	Fagaceae	Quercus	phellos	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	funkhouseri	Fagaceae	Quercus	palustris	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	fuscipennis	Fagaceae	Quercus	nigra	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	auroreus	Fagaceae	Quercus	alba	white oak
Membracidae	Smiliinae	Smiliini	Ophiderma	flavicephala	Fagaceae	Quercus	phellus	NULL
Membracidae	Smiliinae	Smiliini	Smilia	fasciata	Fagaceae	Quercus	sp	NULL
Pentatomidae	Asopinae	Asopini	Podisus	maculiventris	Fagaceae	Quercus	alba	NULL
Tingidae	Tinginae	Tingini	Corythucha	ciliata	Fagaceae	Quercus	alba	NULL
Tingidae	Tinginae	Tingini	Stephanitis	pyrioides	Fagaceae	Quercus	sp	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	quercicola	Fagaceae	Quercus	phellus	NULL
Miridae	Deraeocorinae	Hyaliodini	Hyaliodes	harti	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Neolygus	omnivagus	Fagaceae	Quercus	phellus	NULL
Miridae	Mirinae	Mirini	Neolygus	semivittatus	Fagaceae	Quercus	phellos	NULL
Miridae	Mirinae	Mirini	Neolygus	tinctus	Fagaceae	Quercus	alba	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	nebulosus	Fagaceae	Quercus	alba	NULL
Miridae	Deraeocorinae	Hyaliodini	Hyaliodes	harti	Fagaceae	Quercus	alba	NULL
Miridae	Mirinae	Herdoniini	Paraxenetus	guttulatus	Fagaceae	Quercus	alba	NULL
Membracidae	Smiliinae	Smiliini	Cyrtolobus	arcuatus	Fagaceae	Quercus	coccinea	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	pubescens	Fagaceae	Quercus	marilandica	NULL
Membracidae	Smiliinae	Smiliini	Ophiderma	evelyna	Fagaceae	Quercus	sp	NULL
Membracidae	Smiliinae	Smiliini	Xantholobus	muticus	Fagaceae	Quercus	sp	oak
Miridae	Deraeocorinae	Hyaliodini	Hyaliodes	vitripennis	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Phytocoris	puella	Fagaceae	Quercus	sp	NULL
Tingidae	Tinginae	Tingini	Corythucha	arcuata	Fagaceae	Quercus	stellata	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	sayi	Fagaceae	Quercus	stellata	NULL
Miridae	Deraeocorinae	Deraeocorini	Deraeocoris	quercicola	Fagaceae	Quercus	stellata	NULL
Miridae	Mirinae	Mirini	Dichrooscytus	repletus	Fagaceae	Quercus	alba	NULL
Miridae	Mirinae	Mirini	Neolygus	geneseensis	Fagaceae	Quercus	stellata	NULL
Miridae	Mirinae	Mirini	Neolygus	quercalbae	Fagaceae	Quercus	stellata	NULL
Miridae	Mirinae	Mirini	Neolygus	quercalbae	Fagaceae	Quercus	nigra	NULL
Miridae	Mirinae	Mirini	Neolygus	semivittatus	Fagaceae	Quercus	sp	NULL
Miridae	Mirinae	Mirini	Phytocoris	quercicola	Fagaceae	Quercus	stellata	NULL
Miridae	Mirinae	Mirini	Phytocoris	neglectus	Fagaceae	Quercus	phellus	NULL
Membracidae	Membracinae	Hoplophorionini	Platycotis	vittata				oak
Membracidae	Smiliinae	Telamonini	Telamona	salvini	Fagaceae	Quercus	alba	white oak
